action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,15215317,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(C)C)cc1NC(C)=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3414535,Eur J Med Chem,2015,,CHEMBL1951170,,CHEMBL1951170,,0,http://www.openphacts.org/units/Nanomolar,2290338,=,1,1,=,,IC50,nM,,199986.19,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,3.699
,,15215318,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2CCCCC2)cc1NC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '11.96', 'le': '0.24', 'lle': '2.26', 'sei': '4.82'}",CHEMBL1951169,,CHEMBL1951169,4.1,0,http://www.openphacts.org/units/Nanomolar,2290337,=,1,1,=,,IC50,nM,,79983.43,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,4.097
,,15215319,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2CCC[C@H]2C)cc1NC(C)=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3414535,Eur J Med Chem,2015,,CHEMBL3414910,,CHEMBL3414910,,0,http://www.openphacts.org/units/Nanomolar,2290336,=,1,1,=,,IC50,nM,,199986.19,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,3.699
,,15215320,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2CCCC[C@@H]2C)cc1NC(C)=O,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3414535,Eur J Med Chem,2015,,CHEMBL3414909,,CHEMBL3414909,,0,http://www.openphacts.org/units/Nanomolar,2290335,=,1,1,=,,IC50,nM,,130016.96,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,3.886
,,15215321,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(c1ccccc1C)S(=O)(=O)c1cc(NC(C)=O)c(OC)cc1OC,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '12.29', 'le': '0.24', 'lle': '1.63', 'sei': '5.68'}",CHEMBL1951166,,CHEMBL1951166,4.82,0,http://www.openphacts.org/units/Nanomolar,2290334,=,1,1,=,,IC50,nM,,14996.85,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,4.824
,,15215322,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)C(C)C)cc1NC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.52', 'le': '0.29', 'lle': '2.43', 'sei': '6.71'}",CHEMBL1951165,,CHEMBL1951165,5.7,0,http://www.openphacts.org/units/Nanomolar,2290333,=,1,1,=,,IC50,nM,,1999.86,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,5.699
,,15215323,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(C)c2ccccc2)cc1NC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '15.16', 'le': '0.30', 'lle': '3.03', 'sei': '6.50'}",CHEMBL1951164,,CHEMBL1951164,5.52,0,http://www.openphacts.org/units/Nanomolar,2290332,=,1,1,=,,IC50,nM,,2999.16,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,5.523
,,15215324,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)Nc2ccccc2)cc1NC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.41', 'le': '0.27', 'lle': '2.24', 'sei': '5.01'}",CHEMBL1951163,,CHEMBL1951163,4.7,0,http://www.openphacts.org/units/Nanomolar,2290331,=,1,1,=,,IC50,nM,,19998.62,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,4.699
,,15215325,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)c1ccccc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3414535,Eur J Med Chem,2015,,CHEMBL3414908,,CHEMBL3414908,,0,http://www.openphacts.org/units/Nanomolar,2290330,=,1,1,=,,IC50,nM,,199986.19,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,3.699
,,15215326,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NS(C)(=O)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '9.08', 'le': '0.19', 'lle': '1.39', 'sei': '3.92'}",CHEMBL3414907,,CHEMBL3414907,4,0,http://www.openphacts.org/units/Nanomolar,2290329,=,1,1,=,,IC50,nM,,100000,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,4
,,15215327,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)COc1ccc(C(C)=O)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3414535,Eur J Med Chem,2015,,CHEMBL3414906,,CHEMBL3414906,,0,http://www.openphacts.org/units/Nanomolar,2290328,=,1,1,=,,IC50,nM,,199986.19,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,3.699
,,15215328,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(=O)CSc1ccncc1,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '11.68', 'le': '0.23', 'lle': '1.64', 'sei': '6.13'}",CHEMBL3414905,,CHEMBL3414905,6,0,http://www.openphacts.org/units/Nanomolar,2290327,=,1,1,=,,IC50,nM,,1000,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,6
,,15215329,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(=O)CSCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.15', 'le': '0.29', 'lle': '4.01', 'sei': '5.73'}",CHEMBL3414904,,CHEMBL3414904,7,0,http://www.openphacts.org/units/Nanomolar,2290326,=,1,1,=,,IC50,nM,,100,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,7
,,15215330,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '15.23', 'le': '0.30', 'lle': '4.01', 'sei': '5.76'}",CHEMBL3414903,,CHEMBL3414903,7.05,0,http://www.openphacts.org/units/Nanomolar,2290325,=,1,1,=,,IC50,nM,,89.95,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,7.046
,,15215331,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)/C=C/C(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.68', 'le': '0.27', 'lle': '3.49', 'sei': '5.15'}",CHEMBL3414902,,CHEMBL3414902,6.3,0,http://www.openphacts.org/units/Nanomolar,2290324,=,1,1,=,,IC50,nM,,500.03,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,6.301
,,15215332,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)COCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.00', 'le': '0.28', 'lle': '4.43', 'sei': '5.10'}",CHEMBL3414901,,CHEMBL3414901,6.7,0,http://www.openphacts.org/units/Nanomolar,2290323,=,1,1,=,,IC50,nM,,199.99,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,6.699
,,15215333,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(=O)COC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '12.32', 'le': '0.24', 'lle': '2.96', 'sei': '5.12'}",CHEMBL3414900,,CHEMBL3414900,5.7,0,http://www.openphacts.org/units/Nanomolar,2290322,=,1,1,=,,IC50,nM,,1999.86,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,5.699
,,15215334,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(=O)NCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.59', 'le': '0.27', 'lle': '3.86', 'sei': '4.69'}",CHEMBL3414899,,CHEMBL3414899,6.3,0,http://www.openphacts.org/units/Nanomolar,2290321,=,1,1,=,,IC50,nM,,500.03,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,6.301
,,15215335,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(=S)NCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.14', 'le': '0.27', 'lle': '3.70', 'sei': '5.38'}",CHEMBL3414898,,CHEMBL3414898,6.3,0,http://www.openphacts.org/units/Nanomolar,2290320,=,1,1,=,,IC50,nM,,500.03,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,6.301
,,15215336,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.40', 'le': '0.28', 'lle': '2.63', 'sei': '6.86'}",CHEMBL3414897,,CHEMBL3414897,5.82,0,http://www.openphacts.org/units/Nanomolar,2290319,=,1,1,=,,IC50,nM,,1499.68,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,5.824
,,15215337,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3C[C@H]2C)cc1NC(C)=O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.60', 'le': '0.29', 'lle': '2.90', 'sei': '6.71'}",CHEMBL3414896,,CHEMBL3414896,5.7,0,http://www.openphacts.org/units/Nanomolar,2290318,=,1,1,=,,IC50,nM,,1999.86,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,pIC50,,UO_0000065,,5.699
,,15215338,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(O)c(S(=O)(=O)N2c3ccccc3CC[C@H]2C)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '16.28', 'le': '0.32', 'lle': '4.57', 'sei': '5.48'}",CHEMBL3415072,,CHEMBL3415072,7.3,0,http://www.openphacts.org/units/Nanomolar,2290565,=,1,1,=,,IC50,nM,,50,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.05
,,15215339,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)Cc1ccnc(C#N)c1,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '12.17', 'le': '0.23', 'lle': '2.49', 'sei': '5.07'}",CHEMBL3415071,,CHEMBL3415071,6.17,0,http://www.openphacts.org/units/Nanomolar,2290564,=,1,1,=,,IC50,nM,,680,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.68
,,15215340,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccnc(F)c1,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.16', 'le': '0.25', 'lle': '2.00', 'sei': '6.58'}",CHEMBL2207226,,CHEMBL2207226,7.05,0,http://www.openphacts.org/units/Nanomolar,2290563,=,1,1,=,,IC50,nM,,90,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.09
,,15215341,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)Cc1ccnc(F)c1,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '12.20', 'le': '0.24', 'lle': '2.15', 'sei': '6.23'}",CHEMBL3415070,,CHEMBL3415070,6.1,0,http://www.openphacts.org/units/Nanomolar,2290562,=,1,1,=,,IC50,nM,,800,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.8
,,15215342,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)Cc1ccncc1,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.95', 'le': '0.27', 'lle': '2.31', 'sei': '6.75'}",CHEMBL2207224,,CHEMBL2207224,7.22,0,http://www.openphacts.org/units/Nanomolar,2290561,=,1,1,=,,IC50,nM,,60,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.06
,,15215343,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)[C@@H]1[C@@H](C)[C@H]1C(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.10', 'le': '0.26', 'lle': '3.26', 'sei': '5.23'}",CHEMBL3415069,,CHEMBL3415069,6.4,0,http://www.openphacts.org/units/Nanomolar,2290560,=,1,1,=,,IC50,nM,,400,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.4
,,15215344,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)[C@H]1[C@@H](C)[C@H]1C(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.34', 'le': '0.28', 'lle': '3.28', 'sei': '5.72'}",CHEMBL3415068,,CHEMBL3415068,7.52,0,http://www.openphacts.org/units/Nanomolar,2290559,=,1,1,=,,IC50,nM,,30,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.03
,,15216522,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3CC[C@@H]2C)cc1NC(=O)CCc1nn[nH]n1,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.09', 'le': '0.26', 'lle': '4.05', 'sei': '4.57'}",CHEMBL3415067,,CHEMBL3415067,6.37,0,http://www.openphacts.org/units/Nanomolar,2290558,=,1,1,=,,IC50,nM,,430,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.43
,,15216523,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)/C=C/C(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '16.11', 'le': '0.31', 'lle': '4.08', 'sei': '6.09'}",CHEMBL2207606,,CHEMBL2207606,8,0,http://www.openphacts.org/units/Nanomolar,2290557,=,1,1,=,,IC50,nM,,10,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.01
,,15216524,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2Cc3ccccc3Oc3ccccc32)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.68', 'le': '0.29', 'lle': '3.51', 'sei': '5.72'}",CHEMBL2207605,,CHEMBL2207605,7.52,0,http://www.openphacts.org/units/Nanomolar,2290556,=,1,1,=,,IC50,nM,,30,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.03
,,15216525,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Sc3ccccc32)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.69', 'le': '0.27', 'lle': '2.55', 'sei': '5.76'}",CHEMBL2207604,,CHEMBL2207604,7.05,0,http://www.openphacts.org/units/Nanomolar,2290555,=,1,1,=,,IC50,nM,,90,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.09
,,15216526,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N2c3ccccc3Oc3ccccc32)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '16.05', 'le': '0.31', 'lle': '3.86', 'sei': '6.09'}",CHEMBL2207603,,CHEMBL2207603,8,0,http://www.openphacts.org/units/Nanomolar,2290554,=,1,1,=,,IC50,nM,,10,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.01
,,15216527,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccc3ccccc3c2)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '13.84', 'le': '0.27', 'lle': '2.21', 'sei': '6.05'}",CHEMBL2207602,,CHEMBL2207602,7.4,0,http://www.openphacts.org/units/Nanomolar,2290553,=,1,1,=,,IC50,nM,,40,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.04
,,15216528,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccc(N)cc2)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '15.41', 'le': '0.30', 'lle': '4.08', 'sei': '5.19'}",CHEMBL2207601,,CHEMBL2207601,7.7,0,http://www.openphacts.org/units/Nanomolar,2290552,=,1,1,=,,IC50,nM,,20,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.02
,,15216529,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(c2ccc(C)cc2)c2ccc(C)cc2)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '14.43', 'le': '0.28', 'lle': '2.75', 'sei': '6.05'}",CHEMBL2207600,,CHEMBL2207600,7.4,0,http://www.openphacts.org/units/Nanomolar,2290551,=,1,1,=,,IC50,nM,,40,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.04
,,15216530,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)N(c2ccccc2)c2ccccc2)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '15.27', 'le': '0.30', 'lle': '3.37', 'sei': '6.05'}",CHEMBL2207599,,CHEMBL2207599,7.4,0,http://www.openphacts.org/units/Nanomolar,2290550,=,1,1,=,,IC50,nM,,40,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.04
,,15216531,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(CC(=O)O)CC2)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '11.35', 'le': '0.22', 'lle': '3.72', 'sei': '3.73'}",CHEMBL1951187,,CHEMBL1951187,6.4,0,http://www.openphacts.org/units/Nanomolar,2290549,=,1,1,=,,IC50,nM,,400,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.4
,,15216532,[],CHEMBL3418280,Inhibition of Escherichia coli GlmU acetyltransferase activity assessed as coenzyme A production using acetyl CoA substrate,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(OC)c(S(=O)(=O)NCc2ccccc2N2CCC(C(=O)O)CC2)cc1NC(=O)CCC(=O)O,,,CHEMBL3414535,Eur J Med Chem,2015,"{'bei': '11.46', 'le': '0.23', 'lle': '4.01', 'sei': '3.67'}",CHEMBL1951186,,CHEMBL1951186,6.3,0,http://www.openphacts.org/units/Nanomolar,2290548,=,1,1,=,,IC50,nM,,500,CHEMBL3414415,Escherichia coli (strain K12),Bifunctional protein GlmU,83333,,,IC50,uM,UO_0000065,,0.5
